text,target
Ha ha thottu thunnam paadiyappol bjp ku adima avan irangiyirikkunnu..,Negative
HaHa p.c George adkyan patiyae jail Ela.,Neutral
Haha..Nanamille PC paranjath Matti paryan... 😂😂😂.. Apo PC sarikum pedichrknu..ipo niceayt pinmari,Neutral
haha.terrorists.ine.elam.kolanam.titam.smugglers..ottaga.mutram.kond.mdma.ondaki.mukil.kaiti,Negative
Hahahahah 😂😂😂 kodathi onn pedipich vittapo motham maati paranjallo🤣🤣... niyanada yadhartha acchayan✝️,Neutral
hai ellavarum mask vachatindalooo alla mask mandatory akilyee...atho athum kalla news vallathumanoo,Neutral
Hindu samoohatheyum christian samoohatheyum ith vare ivide aarum paranjilla. Paranjal arrest varum.,Neutral
"lulu vannal mattu cheriya kachavadakkaar poottu veezhum,(obron mall,poole okke ulla )athonn sradhikkanamaairunnu.gulf naadukalil maathram ndaayaal poore,avde allee ath main.",Neutral
Iavane randinlum vendathayhkond. Kammikalum.congressukarum onnu polum. . Avasravadhiyanu iyalu. Iyale media time line nokiyal manasilakum.,Neutral
Idakku arudeyo barya vilichu samsarikkunnu.,Neutral
Idheham mandananoo. 1 kg pazham vangendavar oodi poy mallil ano kerunne.,Negative
Idikkalle thallallee kollalleey,Neutral
Ijjathi avarathicha journalism 🤬,Negative
Illa kolluka ollu 💣,Negative
India kanda ettsvum vrithi kettle oru jeevi,Negative
Ini Kai okke idacku thappi nokkane,Neutral
Iniyum kure kaandiyum kelkkaanum kidakkunnu,Negative
Iniyum mattipparayumo,Neutral
Iniyum prasangikkanam 😂pc..adutha madani aavatte.,Neutral
Innale ingane allalo iyal valattiyyad ..inn vere kaaryam parayunnu,Negative
Innale paranjathum innu paranjathum thammil oru bhandhavum illalo.😄,Neutral
Innalee inghnee onum allaloo paranjathh,Neutral
"Ipo engane irikanu, chothichu poyavan oomfi",Negative
ippo atra media attention kittnnilla nnu ayalkk thonni. so media attention kittan vendettulla thanthram aayrnnu,Neutral
Ith avide paranjathum ivide paranjathu buddiyoullavanu tonum,Neutral
Ithalle ambani marum Cheyyunnath,Neutral
Ithan parayunnath emanmar enth paranjalum athil oru kozhappallya pakshe paavappettavan Enthengilum cheythal avan pinne poram lokam kanatha vidham avane jayililadakkum,Neutral
Ithenthu oralkku swantham cash kondu ivede mall thodagan paadille,Neutral
Ithil kooduthal onnum pratheekshichilla,Neutral
Ithokke vtl poyi para,Neutral
Ithraye ullu nammude nattile karyam oru pavapettavan aanu ingane paranjath enkil ippol Avan akath kidanene,Neutral
Ithrayum Kalam Election tholviyil sredhikapedathe irunna PC innu . 👍👍👍,Neutral
ITHRAYUM VTRETHIKETTA....BHARIKUNNA PARTY& KU KUDA PIDIKKANA THARAM THAANA JOURNALISTUKAL KERALATHIL MAATHRAME ULLUUUU,Negative
Ithu pinarai alavan nokunatha athrayee ulluu.....marumakane sandoshipikan 😜.....,Neutral
Ivan endena maikka thotty,Negative
Ivane mental hospital il kondu idu.....🙏🙏🙏,Negative
"Ivane okke jailil marikkum vare idanam, athrem thetta vaya ullavan aanu ivan",Negative
Ivane okke valla therandi vaalukond adikkanam m######,Negative
Ivane pole nilapadukal maattunna oru - mone njan kandittillaa,Neutral
Ivane shoot cheyyu,Negative
"ivaneyokke keralam sahikkunnalo.aparam thanne,apoorva junmam",Neutral
Ivaneyokke mukkaalikkkadikkanam,Negative
Ivanokke manthriyavan enth yogyatjaya ullath. Marapatti,Negative
Iyaale kaanumpo shardikkan varum aaa sangikalkku oru koottaayi,Negative
Iyaale okke arhikkunna avanjhayode thalli kalayanam...enthina Mike thooki immaari vattukalde pirake pond,Negative
Iyaalude backil poyi pinneem pinneem iyaae kombhathik ketunna madhyamangale paranjaal madhiyallo,Negative
Iyaaludeachilavilallallohinduvummuslimumchristhyaniyumjeevikkunnathuyellamanushyarkkumavanavanteajanaswaatjanthryamundu,Neutral
Iyalk vatta,Negative
Iyalku pranthanu athine vite pee pidicha pattiye adachidanulla jayilonnum keralathililla,Negative
Jaamyavum kittiyo. Appoyekkum,Neutral
Jai.p.c.jai.p.c..p.cyuda.romatha.thodathela,Positive
Jamiyum kittumallo karanam chettatharam alla parangathu PC parangathu valare shariyanu,Negative
Jamya milla vakup chumathiyitt. Appo thanne jaamyam kittyo🤣,Neutral
Jamyathil aanu vannathu.vallya kaaryaayi.pinne thookki kollan pattillallo.ini randaamathu ee aduthengaal ithu pole chelachaal case strong aavum,Neutral
Jamyavyavastha thetticha iyalude jamyam radhakanam iyaal keralathinu shaabamaanu,Neutral
Janangal annu parayandaa methanmar annu paraa,Neutral
Jarkand minister and pcparayunnathudemocracyyude aditharailakkkum.nethakkal ku rachukoodi maryada kanikkanam please.,Neutral
Jihadis oombi 😩😂,Negative
"Jorgachayo...Thankalkku jamyam kittilla, jail ennokke Kure madyamangal koovi vilikkunnundayirunnu. Thankal enthu parayunnu .",Neutral
Kaafirukale motham vilikkum,Negative
kakkakal parakunnu,Negative
Kalla chengathi PC visha cheettunna jandu,Negative
Kalla nari🤬,Negative
kalla ppanni,Negative
Karimeen pollichadum chikkanum tinne valividuka,Negative
Kashttam Vebhichaara madhyamangalude best vebhichaaram,Negative
Katta sapport,Positive
Kerala kodathi🌹🌹,Neutral
Kerala politicsile Shigandi ennu vazhthapedatte....,Negative
KERALAM PREENANAM KONDU NASHIPIKUM PINARAAYI,Negative
Keralathile maadhamangaleyum theevravaadikal panam nalki vilaykku yedutho yennu samshayikkendathundu....acarude perumaatam kandaal angane thonnuuuu....,Neutral
Keralathile maadhyama chettakale orkkumbo arappum veruppum thonnunnu... 10aalukal kaaanaan vendi endh themmaditharam venenkilum ezithi vidum endh chettatharavum parayum.. sarkaaar adakkam thozuth nilkunna eee vargeeeya marathe pizutheriyan kelpulla niyamam illatha naaattilaaanallo jeevikkunnath enna sangadam maatreyullu,Negative
Kidann meyukkunnu ippo😂😂😂🤣,Negative
Kidannu urullalle PC...,Negative
Koadathikkariyaam jaamyam koduthillengil thanthakk vili kelkkum enn !!😂,Negative
Kodathiye velluvilichu samsaricha eyale pidichu akathakkanam mook chethikalayumoonnu 😳 majistratinode Eyal emgane paramju pedichano kodathi jamyam koduthath Eyal valiya samfavam onnumalla akathupokum oru paridhikazhiyumpol ayalode undayirunna bahumanavum poyi over aanu Eyal praya makumthorum eyalk vivaram kuramjuvarunnu 🤣,Negative
Korakkathepodapatty,Negative
Korekkaalam thonnyasam vilich parannitum ivane naatukaar jayipich vittu… thonnyasam koree koodiyappo thottu… ippo ivan vargeeyatha vech votu pidikkan thirich ethi.. comment section kandal ariyam ath phalichu thodangunund enn… <br>Pinne vargeeyathede karyathil pachayum kaaviyum chuvappum okke kanakk thanne… ellavarkum vote venolo… matham urutti vizhungunna mandanmaarude naadum.<br>Keralam sooper aanu.,Negative
KRISANGI kal olivilanu,Neutral
Kunnaya..,Negative
Kure gift iny varum avan,Neutral
Kuzhaloothe nadathuna pinarayi🤣🤣,Negative
Kuzhapam ayalkenu thonnunilla,Neutral
Ldf varum ellam sheriyavum,Neutral
Logha mannabuddy,Negative
Lulu mall mathrame mall aayitollu. Kashtam. Vivaramundo eyalk,Negative
Lulu Muslims matharam alla work cheyana Ella religious aya alugalum work cheyanu und Athum koodi orkkunnath nallatha,Neutral
lulu pole ulla mall developed aya placile varollu ennu PC manasilakunilla,Neutral
"Lulu vinethire samsarichathin Lulu case kodkanam, oru samsthanathe vyavasayam varunnathin ethiranu , iyal enth paranchalum kalavu paranchu nyayeekarikn, Ramadan masathe kooti paranchathil thanne vargheeyatha und",Neutral
Madha vargeeyatha paranju last aaaaplayi😹,Negative
Mahatma Gandhi jailil ninnu varunnu,Neutral
Makri isis nu moochunna keralam,Negative
malakkam marichil ini athe rakshayullu poonjare pc,Negative
Mama Media Kalikunna Kali krisangiyodu Veandda 🙏 CPM ❤️ Congress ❤️ SDPI koottu Rashtriya Thozhilalikal 💪👹 Jihadh 👁️👁️☠️ Keralam Thalakunikkunnu 😭,Negative
Manushyare pariganikkaathavark dhaivathe kandethaanaavilla ...,Neutral
Mapp parachelin stanam ella,Neutral
"Marupadi polappan.,👍👍",Positive
Mask nirbandham polichu alle paavangale peezhaan eni vannolum chettakal mask fine um aayi 🤮🤮🤮🤮🤮🤮🤮,Negative
Mask nirbandhamakkiyillarunno?. Atho enikku thettu pattiyathano?,Neutral
Matham manuthan undakiyathan,Neutral
Mike pidakada arenkenkilum plz,Neutral
Mobile mattada 😂,Neutral
Moran,Negative
Musleengalkkethire varggeeyatha paranjjaal Oru chukkumunddaakilla keralathil ennu poornna bodhyamundayittund PC kk pinarayi vijayanu Abivaadhyangal?,Negative
Muslimgalude hotelil vandyadakkulla marunn uttikunnund yenn paranjado?,Negative
Naaari,Negative
Naale thott sathaa aalukale arast cheyyaan varumbozhum kulikaanum pallu thekkaanum hotalil keraanumulla soukariyam cheythu kodukane saarumaare😌,Negative
Naanam undoda pc ingane verakaan,Negative
Naatil erangiyaal pe pattigale kall yeriyanam,Negative
Nadinapatah pc,Negative
Nakku sheriyallenkil ethupole cheyyendivarum,Neutral
Nalla nasranne,Neutral
Nalla Neethi?,Neutral
Nammuka. Sharia aakam suddoo,Neutral
namukk vali vidan muttyalum alukalude munnil ninn vidanam. alle,Negative
Nanma maram pc😁,Neutral
Nannam kettavan 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,Negative
Nattalu ula nala power full pc,Positive
Nattelline 2 ennam kittumbo aa sukaked ange marum,Negative
Nattellu oreyoru rashtriyakaran,Positive
Nattellu panayam vechittilla😁,Positive
Nattellullengile pothu samuhathil parayan pattu,Neutral
"Navu kodaliyayi poonjaru moonji, nunayum ahangaravum koodiyal janam verukkum",Negative
nayi,Negative
Ne onnil urach nilkedaaa mone.. Innle ithonnumallalo paranje.. P,Neutral
Ne vallaathe anghu sugipichu vartthamaanam paranju epol kunakunaanu parayanda pattikku thinnan enthelum kodutthaal athu kaanumbool vaalaatum athu ne aati pc .... athre ninne kaanunnullu,Negative
Neethi peedathe nalla pediyund athu manasilaayi...,Neutral
Neeyanu mone yadhardha musalman 🤩🤩😘,Positive
Nice ayittu parajadhu mattiparaju 😅,Neutral
Ninak vere pani onnumilla,Neutral
Ninake manassil aye alle hehe,Neutral
Ninakkokke parayaamo,Neutral
Ninakokke Needhi kittiyillangali verarkkukittum  Dhileepinde kesil janagalkk manasilayatha  Picha jorge,Negative
Ninde ammande poklu,Negative
ninde ammande purr ujib,Negative
Ningal oru simhamaanu,Positive
Ninna aanu um kaikaryam cheyumm,Neutral
Nirisarvadikum Zamine kittum,Neutral
Niyamam ellavarum orupole aayirikanam,Neutral
niyamam pattikalk anukoolam indian naayakal,Negative
Njan eyale Cristian matha thivravathi enne parayu,Negative
Nthu mati parangu ayall....ayall athil thanne urachu nilkunnu,Neutral
Nuna paksham ayond etre uloo...pakistanile pole bhuripaksham ayirunengil...hindukalde avsta,Neutral
Nunayan,Negative
Oh..kulich pottoke kuthi kond pova nthaaa.. alle ....Niyamam ellaa janangalkum orupole aakanm; janathipathym aanu polum😤,Neutral
Ohhh prnjth motham maatipranjaloo🤣😂😂😂maapu maapeyyy,Neutral
Onnaam tharam malakkam marichil....ithokke engine saadikkunnu saho...,Neutral
Onnu poada malara,Negative
Onnu podoo.,Negative
Onnu poyi tharumo...,Negative
Onnu veruppikkaathirikko...,Negative
Oondinu polum ethra pettannu niram maaran pattillaaa Nilapad elllatha muuuuu Evante okkeee poooooo,Negative
Oru anine kandu,Positive
Oru rajya sabha seatinu vendiyulla thellam ippol sheriyayi.iratta chankan athinu.vendathellam cheythu koduthu.,Neutral
Oru seat koduth bjp um onnu santhoshippikkummm,Neutral
Oru thandha alla appo aalk😂,Negative
"Oru, pennu. Paalakkaattuninnu toowheelar odichu ladak poyivannu, ithu Congress sarkkaaraanengil poyittu varamudiyuma. Dedboady varum. Athanu b j p.",Neutral
Oruseat kodukkane 24electionu,Neutral
P C annakkil koduthu👍,Negative
P C ku equal P C Mathrem ellarum Niyamatheyy pedichum ruling partyye/prathipakshetheyy pedichum parayatha secret P C Simple aayyi vilichu parenju...Thevaravadikale kurichu....Aarey kurichu parenju Enthu parenju,Neutral
P c mass....kollendavark kondu.......,Neutral
P c ningale Poole tharam thazna manushyane Jan kandittilla vargheeeyatha undakkunna Aal yoosufali kk undavanam ennale pavapettavare sahaikan pattu Allathe ningale pole vargheeeyatha undakalella Ayakk pani thagalkk vere pani illa the nadakkuka yelle yoosufaliye pelethe Alukalan keralathe valarthunnath ningal cheyyunnath thakarkkukayelle p c,Neutral
P c paranjath 100% correct kundanpani sudapikku krupotti,Negative
P c yod cheythath thettayippoy....adhikaram ...angot um ingot um respect cheyth kondullathavanam..allathe athil ahangarich mattullavare upadravikkanakaruth.......,Neutral
"P. C. Paranjathellam naale sathyam aayi varum, annu ellarum mookkath viralvaikkaruth.",Neutral
p.c paranja athram ilalum kurecheke ulath thane ale,Neutral
P.C paranjhathilum kaaryamunde..🤔,Neutral
"P.C. oru goal adichu, minnal Murali adutha goal minnal pole koduthu. Udf / Ldf out",Neutral
P.c.sir avuduthey kku . Dheerkkayusum. Arogyavum.oondakattey...prarthikunnu.,Neutral
Paavam,Positive
Pada thande,Negative
Paepatte changala pottichu,Neutral
Pall thekkaaanum kulikkkaanumokke policekar samayam kodukalundalle,Neutral
Palladichu kozhikanam 🐕yude,Negative
Pallu thechu kulichu... Ithokke saadharana janangal aanengil.. entammoooooo... Politricks,Neutral
Pandu sdpi vot vedicha nayinte mon,Negative
Panna kelavan... Vishakkol🤬🤬🤬,Negative
Paranjath nammal ellarum ketttathaaa maravazheee,Negative
Parasyamai vargeeyatha parayunavane support cheiyan ethra peraaa....,Negative
Parathikoduthavar teevaravathigalanoo appo ?,Negative
Pashanathel kremi ..,Negative
Pathu madangu vidhwesham pakarumna. Public speech nadathiya kore aalkkaru ippolum niyamathinu atheethamayi irunnu chirrikkunnu keralathil 🤪😜Athum india rajyathe thanne apamanichum chodhyam cheythum paranjavar,Neutral
Pavam pedich picchumpeyyum parayuvaan 🤣🤣,Negative
pc a changalakk edaan samayam aay,Negative
Pc enna vargiya vadhi,Negative
"PC fire ada fire 🔥🔥🔥 PC theepole aanu , shathrukalde ennam koodunnathu anusarichu PC aali katthum",Positive
Pc George enna vyakthi keralathile cherukida thozhilalikalkkum avarude kashtapaadukalkkm anukoolamayi samsarichu.bodam ulla manushyarkk manassilakm.allathor comment section il verte chilachondirikkm.pc is a good human being 😌,Positive
PC George nu thullulliyam pc George mathram..I respect him like anything... ❤️Alla pinne. Nattellua ullavan oruthan enkilum vende...,Positive
pc georgene hit akkiyavarkku nanni...christian hindu aykiyam oottiyurappicha koyamarkkun nanni,Positive
Pc governor avum urapp.. Sikkim or nagaland,Positive
PC jeorge sir ....muslingale ningal ndhu venamengilum prnjoolu.... Muslinghalkk oru nashtavum illa 😀Ninghalude vyakthitham swayam nashippikkunnu ..enn maathram ..😂,Neutral
Pc kendra mantri avannulla karyam ayi,Neutral
Pc kk bail kittiyenkil aarkkum abhipraya swathanthrian vech kacham ☺️ enthoru aabhasam.,Neutral
Pc koppam,Positive
Pc Ku edokee pullaaa,Neutral
PC ku kulikkanum pallu thekkanum escort varanum hotelil kayari samrdamayi food kazhikkanum avasaram nalki. Yenthoru Rajakeeya arrest.OMG,Neutral
PC ku manasigaman,Negative
Pc naaayi,Negative
Pc naaayi urund kalikukayaanu panni adich avante montha polikanam,Negative
Pc ninaku manasikarogyamano,Negative
PC onnu bjp ye sugippichataaaa,Neutral
Pc pacha kallan,Negative
Pc parajath true,Positive
PC parajathu ellaam seriyanennu parayunnoru muslims nte kadayinnu chaya kuchittu saamanam pongathe aayoraanennu thonnunn🙄,Negative
Pc paranjath 100 percentage truth anu,Positive
PC paranjathanu sheri,Positive
"pc paranjathe 100% correct aane, ee sudukkalude annakkil ittu potticha amittarunnu ithe, avanmar enthane enne bakki ullavrkke manasilakunnunnd",Positive
pc paranjathu sathyam ano ennu anewshikkanam,Neutral
Pc parannjath satyanenu...malayalik ariyave,Positive
PC pever ❤❤,Positive
Pc poliya,Positive
PC sadarana katchavadakkaruday prasnam valare bangiyayi avatharippichu...jai PC,Positive
PC Sir paranjathu sathyamaanu,Positive
PC Uyir ❤️,Positive
PC vaaku mati..ipo yusuf Ali sahib ayi nalla pulli ayi.. ejjadhi ondhu 🦎,Negative
"Pc valathaaa parajayamanaloooodooo thaaaan Maap kooop ,, enth ooolayadooo thaaaan",Negative
PC vanam,Negative
Pc yude prasangam ellarum kettathane ini nyayeekaranam Venda. Sadharanakkarkkum vivechanabhudhiyunde.,Neutral
PCye thottu kalikkanda kannuinnu arum team,Positive
Pedi nallathanu.,Neutral
Pedikkanda USAF Ali enna pava kendrathinte kayyil bhadramanu😂😂,Neutral
Petrol descel vela kudunnathine kurich ee rashtriyakarke onnum parayannila. Ee kariyathilum janagnal kashttapade anubavikunu. Ee kazhina kurach varshagal enthe evidetha avastha,Neutral
poosi george,Negative
Pothusamoohathil nadakkunnath pothusamoohathil allathe kumbasarakootilano parayendath...! swadarmam swabodham nashtapetta media pravarthakar.. Vikarangal vranapattavar vikarangal theevramayi undenn thurann sammathikkunnathann pc yude arrest kanikkunnath..,Positive
Pottana🤣🤣🤣🤣🤣,Negative
Power manasilayo,Positive
Pratheekshayund,Positive
Public closet vaay moodi vakkan pattilla,Negative
"Public-nu vendi, laabechayillaathe pravarthikkunna, ethu political party undu.. or politicians undu.. undenkil Avan theernnu.. athaanu politricks",Neutral
Pucham maathram,Negative
Purakilnikkunnavanmarokke ivande vayil idukaranmaranu,Neutral
"Ramzan theevravadigaludedennu paranjadu thanne thettu.Christmas Christian theevravadigaludedennu paranjal ningalk sahikumo?Adukondu PC George iniyum padikanundu. poyi jailil okke kidannu godampu thinnittu kurachu budhiyokke vachittu vannaal madi,ok achayaa.",Negative
Randu niyamm 🖕🏻ullavanu onnum illathavanu vere onnum 🖕🏻🖕🏻🖕🏻🙏🏻,Negative
